paramset,ss_A1,ss_Anons1,ss_Aprim1,ss_B1
1,255.157719500148,255.157719500148,71.4183877954434,428.186519905918
2,57.1464845004569,57.1464845004569,100.413907391727,96.6128591242198
3,628.248977877663,628.248977877663,626.958594456833,1432.55169195766
4,12.5671372606901,12.5671372606901,2.3456763542064,36.0536114583157
5,432.244060521922,432.244060521922,497.464233377857,4855.89327756453
6,50.0056834654449,50.0056834654449,6.2175085720839,115.992881639952
7,478.341545051568,478.341545051568,336.428554194434,474.174713398138
8,2.39033959274365,2.39033959274365,0.55152914293493,7.29206655284366
9,14.0650115320516,14.0650115320516,1.05776925448177,46.393974953222
10,39.5691565542623,39.5691565542623,12.4395480501578,70.9818489434972
11,547.133976395579,547.133976395579,449.139933846312,1343.22549965447
12,569.587276268805,569.587276268805,849.093610930992,618.6275170353
13,628.389601031786,628.389601031786,460.479919464515,593.814758341111
14,119.717928202181,119.717928202181,8.52562074096081,219.472254528597
15,394.579740246161,394.579740246161,452.251666117778,945.62742667186
16,177.382408414653,177.382408414653,63.057411066832,250.21189087237
17,354.933080281899,354.933080281899,101.007497414551,681.709556561426
18,24.3747885336179,24.3747885336179,13.6615490202622,14.6096881102371
19,290.115233604678,290.115233604678,138.196811592767,327.641755721002
20,423.915095114553,423.915095114553,351.960689642672,531.711796974372
21,189.426966529059,189.426966529059,114.665779427096,206.064695906642
22,44.8880599277556,44.8880599277556,29.0972112349765,65.407760552488
23,257.4932950268,257.4932950268,35.2473398817045,434.431791681015
24,254.783754862169,254.783754862169,108.574610698207,260.064542237252
25,56.1440445877457,56.1440445877457,15.2830609861064,121.054235405754
26,75.2772852180769,75.2772852180769,40.3164159107303,159.154334220429
27,393.682979163782,393.682979163782,176.308817449526,422.713420017434
28,73.6145305736869,73.6145305736869,13.5778202881475,130.94511981667
29,145.12781625375,145.12781625375,141.083674237383,598.72629215632
30,281.82256517939,281.82256517939,192.21116218506,275.132458864181
31,383.415559567626,383.415559567626,121.257274441191,558.419302175747
32,185.139172846783,185.139172846783,229.15986086554,83.3036679829981
33,105.597955477157,105.597955477157,54.3867366863429,112.954770107973
34,112.418409254378,112.418409254378,136.820797009999,124.827771582634
35,95.4004495405837,95.4004495405837,17.2945301501464,150.62821172387
36,209.716910541013,209.716910541013,80.5674252128668,644.5979791726
37,39.745493260255,39.745493260255,13.7994134513957,51.4450530261979
38,188.378731651433,188.378731651433,215.259340230426,234.453744064117
39,653.678781462924,653.678781462924,682.449594002757,471.782881234055
40,93.6395301790216,93.6395301790216,47.819353880014,108.950126349694
41,28.3421227646712,28.3421227646712,1.5813035312123,62.2371746392951
42,35.9805607573676,35.9805607573676,43.449826777548,40.5143262118818
43,652.456925142472,652.456925142472,1067.9593590798,641.565926731266
44,109.290941487411,109.290941487411,92.4806828561488,411.084426227495
45,572.170196855919,572.170196855919,357.341751205696,404.003423201925
46,190.573001395411,190.573001395411,65.4529740247789,217.597327736004
47,171.867253186756,171.867253186756,89.9778739651919,176.392269506032
48,94.347319841201,94.347319841201,181.926636406176,255.992825486349
49,203.064010721626,203.064010721626,69.7991047953594,302.503612794495
50,133.494295049477,133.494295049477,55.9089147867774,179.850362800844
51,167.010380333799,167.010380333799,70.4815239804171,225.300959242573
52,22.4502114793911,22.4502114793911,3.46055647522788,40.4869899332091
53,223.89505477954,223.89505477954,204.180519504956,273.015244630923
54,214.118911512315,214.118911512315,88.4011424889799,198.641249099806
55,316.509730766484,316.509730766484,330.364659532009,348.645442921906
56,321.659268400361,321.659268400361,90.8365654913293,498.486652350838
57,428.406191322179,428.406191322179,192.353013755333,249.314376624642
58,181.336201154006,181.336201154006,34.071534934594,259.40607298071
59,82.9051171205885,82.9051171205885,33.0668175209087,104.925455874588
60,476.825205519051,476.825205519051,617.826977533547,469.187483376518
61,6.13954775965899,6.13954775965899,0.195247495719538,12.5803893273825
62,105.035790634352,105.035790634352,5.98887174612479,209.500609004278
63,535.030646587978,535.030646587978,233.296930171598,118.013252721426
64,663.766277941994,663.766277941994,522.143192179451,547.083946630962
65,100.524240904672,100.524240904672,3.56082863923693,213.834194141786
66,118.588206779638,118.588206779638,64.0383114783354,111.559276037675
67,114.853263664951,114.853263664951,32.9633168563308,1207.65420784483
68,32.6041483994726,32.6041483994726,3.3031906123428,60.596522020496
69,376.351614051162,376.351614051162,155.724979283656,379.595053968648
70,127.622316264747,127.622316264747,140.368753749971,201.360779896021
71,598.34432419711,598.34432419711,458.473244188227,956.670334750833
72,520.693576632177,520.693576632177,238.366466444444,671.168113263592
73,28.6725344095208,28.6725344095208,2.91657605906733,81.3403650648871
74,256.49016948526,256.49016948526,70.1533283755692,498.282896317723
75,380.57133444058,380.57133444058,167.208608694985,853.791043483442
76,138.4996274027,138.4996274027,94.3430220582745,164.172340106551
77,340.511087763935,340.511087763935,139.790033650875,262.157749059532
78,189.331179080061,189.331179080061,107.439644915425,328.472683824585
79,54.9775048331798,54.9775048331798,6.0633532973303,73.0357290309239
80,276.912737766585,276.912737766585,125.68373039052,340.223575451728
81,523.111528635083,523.111528635083,401.830095910474,572.31881581541
82,591.621490464826,591.621490464826,304.16253868936,208.847152065179
83,108.260523888394,108.260523888394,52.7059599501337,337.730933826218
84,86.0707758017839,86.0707758017839,52.7200313198508,93.9046617398374
85,397.035944409777,397.035944409777,295.853544455658,1883.79205500542
86,443.583189337908,443.583189337908,193.785915695783,498.888767988151
87,18.2272552863302,18.2272552863302,3.21719610577805,22.3911503498669
88,124.801613059368,124.801613059368,72.1191010341579,516.217118407556
89,824.771260778352,824.771260778352,1618.14749263445,550.788751562195
90,221.940242343622,221.940242343622,103.1014644929,477.770372174581
91,300.696429825828,300.696429825828,557.709928869827,244.300743747566
92,88.3423580967679,88.3423580967679,3.7816030226218,720.256989201163
93,29.1346966324698,29.1346966324698,2.34531318377328,73.2665406529625
94,624.518716383739,624.518716383739,408.714811292139,700.539664233638
95,171.752997499722,171.752997499722,66.3386940349403,264.814531568291
96,50.4347234183045,50.4347234183045,1.82852770038841,163.698944730294
97,441.504447504634,441.504447504634,123.779088055179,618.613000560706
98,582.603528085939,582.603528085939,889.624898412853,597.734924167843
99,97.6162549654775,97.6162549654775,31.9600906662783,197.939927375576
100,136.070538310671,136.070538310671,64.1074352412148,423.024104614461
